query,sql,natural_answer,natural_answer_clean,keywords
충청남도 남자 33세 다자녀가구 서비스 혜택 찾아줘.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%충청남도%' AND min_age <= 33 AND max_age >= 33 AND (gender = '남자' OR gender = '') AND household_category LIKE '%다자녀가구%' LIMIT 15;","충청남도에 거주하는 33세 남성의 경우, 다자녀가구와 관련된 서비스 혜택으로 ""사회적 취약계층 상수도 요금 감면""을 이용할 수 있습니다. 이 혜택은 사회적 취약계층을 위한 생활 안정 지원으로, 공주시에 거주하는 경우 적용됩니다. 추가적으로, 현재 조회된 정보에서는 다자녀가구에게 직접적으로 제공되는 다른 서비스 혜택은 확인되지 않았습니다. 필요시 지역 복지센터에 문의하여 더 많은 정보를 얻는 것도 좋습니다.","충청남도에 거주하는 33세 남성의 경우, 다자녀가구와 관련된 서비스 혜택으로 ""사회적 취약계층 상수도 요금 감면""을 이용할 수 있습니다. 이 혜택은 사회적 취약계층을 위한 생활 안정 지원으로, 공주시에 거주하는 경우 적용됩니다. 추가적으로, 현재 조회된 정보에서는 다자녀가구에게 직접적으로 제공되는 다른 서비스 혜택은 확인되지 않았습니다. 필요시 지역 복지센터에 문의하여 더 많은 정보를 얻는 것도 좋습니다.","충청남도, 다자녀가구, 사회적 취약계층, 상수도 요금 감면, 지역 복지센터"
경상남도 남자 68세 무주택세대 서비스 혜택 이 있나요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%경상남도%' AND min_age <= 68 AND max_age >= 68 AND (gender = '남자' OR gender = '') AND household_category LIKE '%무주택세대%' LIMIT 15;","경상남도에서 68세 남성으로 무주택 세대에 해당하시는 경우, '전세보증금 반환보증 보증료 지원'이라는 서비스 혜택이 있습니다. 이 혜택은 사천시에서 제공되며, 전세보증금이나 반환보증에 대한 지원을 포함하고 있습니다. 더 자세한 정보는 해당 지역의 관련 부서에 문의하시거나 공식 웹사이트를 확인해 보시는 것이 좋습니다.","경상남도에서 68세 남성으로 무주택 세대에 해당하시는 경우, '전세보증금 반환보증 보증료 지원'이라는 서비스 혜택이 있습니다. 이 혜택은 사천시에서 제공되며, 전세보증금이나 반환보증에 대한 지원을 포함하고 있습니다. 더 자세한 정보는 해당 지역의 관련 부서에 문의하시거나 공식 웹사이트를 확인해 보시는 것이 좋습니다.","경상남도, 68세 남성, 무주택 세대, 전세보증금 반환보증 보증료 지원, 사천시, 혜택"
강화군 61세 남자 서비스 혜택 검색해줘.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%강화군%' AND min_age <= 61 AND max_age >= 61 AND (gender = '남자' OR gender = '') LIMIT 15;","강화군에 거주하는 61세 남성을 위한 서비스 혜택으로는 '도서지역 거주자에게 정주생활지원금'이 있습니다. 이 지원금은 주거자립을 위한 현금으로 지급되며, 도서지역에 거주하는 분들을 대상으로 하고 있습니다. 추가적인 정보가 필요하시면 말씀해 주세요!","강화군에 거주하는 61세 남성을 위한 서비스 혜택으로는 '도서지역 거주자에게 정주생활지원금'이 있습니다. 이 지원금은 주거자립을 위한 현금으로 지급되며, 도서지역에 거주하는 분들을 대상으로 하고 있습니다. 추가적인 정보가 필요하시면 말씀해 주세요!","강화군, 61세 남성, 서비스 혜택, 정주생활지원금, 도서지역 거주자"
옹진군 36세 여자 이용권 혜택 조회 부탁드립니다,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%옹진군%' AND min_age <= 36 AND max_age >= 36 AND (gender = '여자' OR gender = '') AND support_type LIKE '%이용권%' LIMIT 15;","옹진군에 거주하는 36세 여성의 경우, 여성농업인에게 제공되는 행복바우처 카드 지원 혜택이 있습니다. 이 카드로 보건복지 및 문화 관련 서비스 이용이 가능합니다. 추가적인 정보나 신청 방법에 대해 궁금한 점이 있으시면 알려주세요!","옹진군에 거주하는 36세 여성의 경우, 여성농업인에게 제공되는 행복바우처 카드 지원 혜택이 있습니다. 이 카드로 보건복지 및 문화 관련 서비스 이용이 가능합니다. 추가적인 정보나 신청 방법에 대해 궁금한 점이 있으시면 알려주세요!","옹진군, 여성농업인, 행복바우처, 보건복지, 신청 방법"
경상남도 여자 53세 해당사항 없음 현금 혜택 검색해주세요.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%경상남도%' AND min_age <= 53 AND max_age >= 53 AND (gender = '여자' OR gender = '') AND support_type LIKE '%현금%' LIMIT 15;","경상남도에 거주하는 53세 여성에게 적합할 수 있는 혜택에는 다음과 같은 것들이 있습니다:

1. **비용 지원 관련**: 
   - ""수산물 수출 관련 개인 또는 단체에게 활어 무역 관련 특수컨테이너 제작 비용 지원"" - 수산업 관련 지원 프로그램입니다.

2. **산모 및 신생아 관련 지원**:
   - ""산모·신생아 건강관리 본인부담금 지원""과 ""산모신생아 건강관리 서비스 본인부담금 지원"" - 산모와 신생아의 건강 관리에 관련된 지원이며, 특히 산모와 관련된 프로그램이 많습니다.

3. **전세 보증금 관련 지원**:
   - ""전세보증금 반환보증 보증료 지원"" - 특정 조건을 갖춘 전세 계약자에게 보증료를 지원하는 프로그램입니다.

4. **저소득 주민 건강보험료 지원**:
   - ""저소득 주민 국민건강보험료 지원"" - 저소득층을 대상하여 건강보험료를 지원하는 프로그램입니다.

이 외에도 농업인에게 농기계 구입 비용 지원이나 전입 주민에 대한 전입지원금 지급 등의 지원이 있지만, 53세 여성과 직접적으로 관련이 있을지는 판단이 필요합니다. 각 프로그램의 세부 조건은 확인이 필요하니, 관심 있는 프로그램에 대해 추가 정보를 찾아보시는 것이 좋겠습니다.","경상남도에 거주하는 53세 여성에게 적합할 수 있는 혜택에는 다음과 같은 것들이 있습니다: 비용 지원 관련: - ""수산물 수출 관련 개인 또는 단체에게 활어 무역 관련 특수컨테이너 제작 비용 지원"" - 수산업 관련 지원 프로그램입니다. 산모 및 신생아 관련 지원: - ""산모·신생아 건강관리 본인부담금 지원""과 ""산모신생아 건강관리 서비스 본인부담금 지원"" - 산모와 신생아의 건강 관리에 관련된 지원이며, 특히 산모와 관련된 프로그램이 많습니다. 전세 보증금 관련 지원: - ""전세보증금 반환보증 보증료 지원"" - 특정 조건을 갖춘 전세 계약자에게 보증료를 지원하는 프로그램입니다. 저소득 주민 건강보험료 지원: - ""저소득 주민 국민건강보험료 지원"" - 저소득층을 대상하여 건강보험료를 지원하는 프로그램입니다. 이 외에도 농업인에게 농기계 구입 비용 지원이나 전입 주민에 대한 전입지원금 지급 등의 지원이 있지만, 53세 여성과 직접적으로 관련이 있을지는 판단이 필요합니다. 각 프로그램의 세부 조건은 확인이 필요하니, 관심 있는 프로그램에 대해 추가 정보를 찾아보시는 것이 좋겠습니다.","경상남도, 53세 여성, 혜택, 비용 지원, 산모 및 신생아 관련 지원, 전세 보증금 관련 지원, 저소득 주민 건강보험료 지원, 농업인, 농기계 구입, 전입지원금"
부안군 43세 남자 서비스 혜택 검색해줘.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%부안군%' AND min_age <= 43 AND max_age >= 43 AND (gender = '남자' OR gender = '') LIMIT 15;","부안군에 거주하는 43세 남성에게 적합한 서비스 혜택은 다음과 같습니다:

1. **GAP 인증 농가 수수료 지원**: 이 프로그램은 GAP 인증을 받은 농가에 대한 수수료를 지원합니다. 유기농이나 친환경 농업에 관심이 있는 경우 유용할 수 있습니다.

2. **소규모 농산물 저온저장고 지원**: 농산물을 저온에서 저장할 수 있는 시설을 지원하는 프로그램입니다. 농업인이라면 농산물의 품질 유지에 도움이 될 것입니다.

3. **시설원예 재배농가에 시설원예용 규격비닐하우스 비닐구입비 지원**: 시설원예를 운영하는 농가를 위한 비닐하우스 비닐구입비를 지원합니다. 시설원예에 종사하는 경우 도움이 될 수 있습니다.

4. **참뽕 산업 자재 지원**: 참뽕 관련 농가를 위한 자재 지원입니다. 참뽕 농사를 계획 중이라면 유익할 것입니다.

5. **귀농인 주택수리 및 영농보조 지원**: 귀농인을 위한 주택 수리 및 영농 보조 지원 프로그램입니다. 귀농을 고려 중이신 경우 추천드립니다.

6. **환경 친화적인 세척제 지원**: 이 프로그램은 착유시설을 포함한 농가에 세척제 지원을 통해 환경오염 예방에 기여합니다.

이러한 여러 지원 프로그램들은 농업에 종사하거나 농업을 계획하고 있는 분들께 많은 도움이 될 것입니다. 필요한 정보에 대해 더 상담이 필요하시다면 부안군의 관련 부서에 문의해 보시기 바랍니다.",부안군에 거주하는 43세 남성에게 적합한 서비스 혜택은 다음과 같습니다: GAP 인증 농가 수수료 지원: 이 프로그램은 GAP 인증을 받은 농가에 대한 수수료를 지원합니다. 유기농이나 친환경 농업에 관심이 있는 경우 유용할 수 있습니다. 소규모 농산물 저온저장고 지원: 농산물을 저온에서 저장할 수 있는 시설을 지원하는 프로그램입니다. 농업인이라면 농산물의 품질 유지에 도움이 될 것입니다. 시설원예 재배농가에 시설원예용 규격비닐하우스 비닐구입비 지원: 시설원예를 운영하는 농가를 위한 비닐하우스 비닐구입비를 지원합니다. 시설원예에 종사하는 경우 도움이 될 수 있습니다. 참뽕 산업 자재 지원: 참뽕 관련 농가를 위한 자재 지원입니다. 참뽕 농사를 계획 중이라면 유익할 것입니다. 귀농인 주택수리 및 영농보조 지원: 귀농인을 위한 주택 수리 및 영농 보조 지원 프로그램입니다. 귀농을 고려 중이신 경우 추천드립니다. 환경 친화적인 세척제 지원: 이 프로그램은 착유시설을 포함한 농가에 세척제 지원을 통해 환경오염 예방에 기여합니다. 이러한 여러 지원 프로그램들은 농업에 종사하거나 농업을 계획하고 있는 분들께 많은 도움이 될 것입니다. 필요한 정보에 대해 더 상담이 필요하시다면 부안군의 관련 부서에 문의해 보시기 바랍니다.,"부안군, 서비스 혜택, GAP 인증, 농가 수수료 지원, 농산물 저온저장고, 시설원예용 규격비닐하우스, 참뽕 산업 자재, 귀농인 주택수리, 환경 친화적인 세척제"
"충청남도의 태안군에 살고 있는 59세 여자입니다. 장애인인데요, 현물 지원받을 수 있는 것 찾고 싶어요.","SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%충청남도%' AND district LIKE '%태안군%' AND min_age <= 59 AND max_age >= 59 AND (gender = '여자' OR gender = '') AND personal_category LIKE '%장애인%' AND support_type LIKE '%현물%' LIMIT 15;","충청남도 태안군에 거주하시는 59세 여성 장애인분께서는 '보장구 수리 지원' 프로그램을 통해 현물 지원을 받으실 수 있습니다. 이 지원은 장애인을 대상으로 하며, 보장구의 수리 비용을 지원해주는 프로그램입니다. 자세한 내용이나 신청 방법에 대해서는 지역 관할 기관에 문의하시거나 관련 웹사이트를 참고하시면 됩니다. 도움이 되시길 바랍니다!","충청남도 태안군에 거주하시는 59세 여성 장애인분께서는 '보장구 수리 지원' 프로그램을 통해 현물 지원을 받으실 수 있습니다. 이 지원은 장애인을 대상으로 하며, 보장구의 수리 비용을 지원해주는 프로그램입니다. 자세한 내용이나 신청 방법에 대해서는 지역 관할 기관에 문의하시거나 관련 웹사이트를 참고하시면 됩니다. 도움이 되시길 바랍니다!","충청남도, 태안군, 여성, 장애인, 보장구, 수리 지원, 현물, 프로그램, 지원, 수리 비용, 지역 기관, 신청 방법, 웹사이트, 도움"
"충청남도의 태안군에 살고 있는 59세 여자입니다. 장애인인데요, 현물 지원받을 수 있는 것 조회 부탁드립니다","SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%충청남도%' AND district LIKE '%태안군%' AND min_age <= 59 AND max_age >= 59 AND (gender = '여자' OR gender = '') AND personal_category LIKE '%장애인%' AND support_type LIKE '%현물%' LIMIT 15;","충청남도 태안군에 거주하는 59세 여성 장애인님께서는 '보장구 수리 지원'을 받을 수 있습니다. 이 지원은 장애인을 위한 것으로, 보장구에 대한 수리비용을 지원하는 프로그램입니다. 더 자세한 사항이나 신청 방법에 대해서는 지역 복지센터나 관련 기관에 문의하시면 도움이 될 것입니다.","충청남도 태안군에 거주하는 59세 여성 장애인님께서는 '보장구 수리 지원'을 받을 수 있습니다. 이 지원은 장애인을 위한 것으로, 보장구에 대한 수리비용을 지원하는 프로그램입니다. 더 자세한 사항이나 신청 방법에 대해서는 지역 복지센터나 관련 기관에 문의하시면 도움이 될 것입니다.","충청남도, 태안군, 59세 여성, 장애인, 보장구 수리 지원"
경상북도 여자 37세 1인 가구 현금 혜택 알려줘.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%경상북도%' AND min_age <= 37 AND max_age >= 37 AND (gender = '여자' OR gender = '') AND household_category LIKE '%1인 가구%' AND support_type LIKE '%현금%' LIMIT 15;","경상북도에서 37세 여성 1인 가구가 받을 수 있는 현금 혜택으로는 다음과 같은 두 가지 프로그램이 있습니다.

1. **귀농인 정착 장려금 지원**: 이 지원은 귀농인에게 정착을 돕기 위한 현금 지원 프로그램입니다. 주로 농업인으로 귀농을 원하는 분들을 위해 봉화군에서 시행됩니다.

2. **귀농인 이사비용 지원**: 귀농인을 위한 이사비용 지원 프로그램으로, 주거 자립을 지원합니다. 이 역시 봉화군에서 제공됩니다.

이 외에도 추가적인 혜택이 있을 수 있으니, 지역 관청이나 관련 기관에 문의하여 더 많은 정보를 확인하는 것이 좋습니다.","경상북도에서 37세 여성 1인 가구가 받을 수 있는 현금 혜택으로는 다음과 같은 두 가지 프로그램이 있습니다. 귀농인 정착 장려금 지원: 이 지원은 귀농인에게 정착을 돕기 위한 현금 지원 프로그램입니다. 주로 농업인으로 귀농을 원하는 분들을 위해 봉화군에서 시행됩니다. 귀농인 이사비용 지원: 귀농인을 위한 이사비용 지원 프로그램으로, 주거 자립을 지원합니다. 이 역시 봉화군에서 제공됩니다. 이 외에도 추가적인 혜택이 있을 수 있으니, 지역 관청이나 관련 기관에 문의하여 더 많은 정보를 확인하는 것이 좋습니다.","경상북도, 37세 여성, 1인 가구, 현금 혜택, 귀농인, 정착 장려금, 이사비용 지원, 주거 자립, 봉화군, 혜택"
경상북도 여자 37세 1인 가구 현금 혜택 좀 알려주실래요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%경상북도%' AND min_age <= 37 AND max_age >= 37 AND (gender = '여자' OR gender = '') AND household_category LIKE '%1인 가구%' AND support_type LIKE '%현금%' LIMIT 15;","경상북도 봉화군에서는 37세 여성 1인 가구를 위한 몇 가지 현금 혜택을 제공하고 있습니다. 첫 번째는 '귀농인 정착 장려금 지원'으로, 귀농을 희망하는 분들을 위해 지원되는 혜택입니다. 두 번째는 '귀농인 이사비용 지원'으로, 귀농인에게 주거 자립을 돕기 위한 이사 비용 지원 또한 가능합니다. 해당 지원이 필요하시다면 더 자세한 정보는 지역 관청이나 관련 기관에 문의하시기 바랍니다.","경상북도 봉화군에서는 37세 여성 1인 가구를 위한 몇 가지 현금 혜택을 제공하고 있습니다. 첫 번째는 '귀농인 정착 장려금 지원'으로, 귀농을 희망하는 분들을 위해 지원되는 혜택입니다. 두 번째는 '귀농인 이사비용 지원'으로, 귀농인에게 주거 자립을 돕기 위한 이사 비용 지원 또한 가능합니다. 해당 지원이 필요하시다면 더 자세한 정보는 지역 관청이나 관련 기관에 문의하시기 바랍니다.","봉화군, 37세 여성, 1인 가구, 귀농인, 현금 혜택"
"울산광역시의 북구에 살고 있는 31세 여자입니다. 해당사항 없음인데요, 현금 지원받을 수 있는 것 알려줘.","SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%울산광역시%' AND district LIKE '%북구%' AND min_age <= 31 AND max_age >= 31 AND (gender = '여자' OR gender = '') AND support_type LIKE '%현금%' LIMIT 15;","울산광역시 북구에 거주하며 31세 여성인 경우, 현재 ""캠핑장 이용요금 감면"" 혜택을 받을 수 있습니다. 이 혜택은 사회취약계층을 위해 제공되며, 캠핑장 이용 시 요금이 감면되는 혜택입니다. 자세한 사항은 지역 행정 기관이나 해당 캠핑장에 문의하시면 안내받을 수 있습니다. 추가로 필요한 지원이 있다면, 지역 복지센터를 통해 다른 도움을 알아보실 수도 있습니다.","울산광역시 북구에 거주하며 31세 여성인 경우, 현재 ""캠핑장 이용요금 감면"" 혜택을 받을 수 있습니다. 이 혜택은 사회취약계층을 위해 제공되며, 캠핑장 이용 시 요금이 감면되는 혜택입니다. 자세한 사항은 지역 행정 기관이나 해당 캠핑장에 문의하시면 안내받을 수 있습니다. 추가로 필요한 지원이 있다면, 지역 복지센터를 통해 다른 도움을 알아보실 수도 있습니다.","울산광역시 북구, 31세 여성, 캠핑장 이용요금 감면, 사회취약계층, 지역 복지센터"
서구 24세 여자 서비스 혜택 이 무엇인가요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%서구%' AND min_age <= 24 AND max_age >= 24 AND (gender = '여자' OR gender = '') LIMIT 15;","서구에 거주하는 24세 여성을 위한 서비스 혜택으로는 다음과 같은 것들이 있습니다:

1. **청년 자격증 시험 응시료 지원**: 청년층을 대상으로 자격증 시험에 응시할 때 필요한 비용을 지원합니다.

2. **둘째 이상 자녀 출산 가정에 대한 출산 지원금**: 둘째 또는 셋째 자녀 출산 시 지원되는 금전적 혜택을 제공받을 수 있습니다.

이 외에도 다른 지원 프로그램도 있지만, 현재 쿼리와 관련된 주요 혜택은 위와 같습니다. 추가적인 정보가 필요하다면 서구청의 관련 부서에 문의해 보시기 바랍니다.","서구에 거주하는 24세 여성을 위한 서비스 혜택으로는 다음과 같은 것들이 있습니다: 청년 자격증 시험 응시료 지원: 청년층을 대상으로 자격증 시험에 응시할 때 필요한 비용을 지원합니다. 둘째 이상 자녀 출산 가정에 대한 출산 지원금: 둘째 또는 셋째 자녀 출산 시 지원되는 금전적 혜택을 제공받을 수 있습니다. 이 외에도 다른 지원 프로그램도 있지만, 현재 쿼리와 관련된 주요 혜택은 위와 같습니다. 추가적인 정보가 필요하다면 서구청의 관련 부서에 문의해 보시기 바랍니다.","서구, 24세 여성, 서비스 혜택, 자격증 시험, 출산 지원금"
대구광역시 여자 24세 다자녀가구 서비스 혜택 가르쳐주세요,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%대구광역시%' AND min_age <= 24 AND max_age >= 24 AND (gender = '여자' OR gender = '') AND household_category LIKE '%다자녀가구%' LIMIT 15;","대구광역시에 거주하는 24세 여성 다자녀 가구에게 제공되는 서비스 혜택은 다음과 같습니다:

1. **대학생 학자금 대출 부담 경감 지원**: 이 프로그램은 학자금 대출 이자 지원과 신용회복을 통해 경제적인 부담을 덜어주는 혜택입니다.

2. **체육시설 이용요금 감면**: 국가유공자 및 장애인을 위한 다양한 체육시설의 이용요금 감면 혜택이 제공되며, 이는 여러 시설에서 적용됩니다. 
   - 예를 들어, 대구실내빙상장과 두류수영장에서도 각각 이용요금 감면 혜택이 제공됩니다.

3. **대구국제사격장 이용요금 감면**: 사회 취약계층을 위한 이용요금 감면 혜택이 제공됩니다.

이와 같은 혜택들을 통해 대구광역시에서는 다자녀 가구의 경제적 부담을 줄이고 다양한 지원을 아끼지 않고 있습니다. 필요한 추가 정보가 있으면 언제든지 문의해 주세요!","대구광역시에 거주하는 24세 여성 다자녀 가구에게 제공되는 서비스 혜택은 다음과 같습니다: 대학생 학자금 대출 부담 경감 지원: 이 프로그램은 학자금 대출 이자 지원과 신용회복을 통해 경제적인 부담을 덜어주는 혜택입니다. 체육시설 이용요금 감면: 국가유공자 및 장애인을 위한 다양한 체육시설의 이용요금 감면 혜택이 제공되며, 이는 여러 시설에서 적용됩니다. - 예를 들어, 대구실내빙상장과 두류수영장에서도 각각 이용요금 감면 혜택이 제공됩니다. 대구국제사격장 이용요금 감면: 사회 취약계층을 위한 이용요금 감면 혜택이 제공됩니다. 이와 같은 혜택들을 통해 대구광역시에서는 다자녀 가구의 경제적 부담을 줄이고 다양한 지원을 아끼지 않고 있습니다. 필요한 추가 정보가 있으면 언제든지 문의해 주세요!","다자녀 가구, 대구광역시, 서비스 혜택, 학자금 대출 부담 경감, 체육시설 이용요금 감면"
부산광역시 남자 34세 한부모가정/조손가정 서비스 혜택 조회 부탁드립니다,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%부산광역시%' AND min_age <= 34 AND max_age >= 34 AND (gender = '남자' OR gender = '') AND household_category LIKE '%한부모가정%' LIMIT 15;","부산광역시에서 34세 남성 한부모가정에 해당하는 경우, '한부모가족 맞춤형 서비스'를 제공받을 수 있습니다. 이 서비스는 한부모가족을 위한 다양한 지원사업으로 구성되어 있으며, 생활 안정과 상담 등 여러 가지 도움을 받을 수 있습니다. 추가적으로 필요한 정보나 상담이 필요하시다면 관련 기관에 문의하시는 것을 추천드립니다.","부산광역시에서 34세 남성 한부모가정에 해당하는 경우, '한부모가족 맞춤형 서비스'를 제공받을 수 있습니다. 이 서비스는 한부모가족을 위한 다양한 지원사업으로 구성되어 있으며, 생활 안정과 상담 등 여러 가지 도움을 받을 수 있습니다. 추가적으로 필요한 정보나 상담이 필요하시다면 관련 기관에 문의하시는 것을 추천드립니다.","부산광역시, 34세 남성, 한부모가정, 한부모가족 맞춤형 서비스, 지원사업, 상담, 도움, 정보, 기관, 추천"
무안군 31세 여자 현금 혜택 이 무엇인가요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%무안군%' AND min_age <= 31 AND max_age >= 31 AND (gender = '여자' OR gender = '') AND support_type LIKE '%현금%' LIMIT 15;","무안군에서 31세 여성을 위한 현금 혜택으로는 전입 세대에 상품권 및 기념품을 지원하는 프로그램이 있습니다. 이 지원은 전입지원과 관련이 있으며, 생활안정에 도움을 주기 위해 마련된 것입니다. 도움이 필요하시거나 더 궁금한 점이 있으면 언제든지 문의하세요!","무안군에서 31세 여성을 위한 현금 혜택으로는 전입 세대에 상품권 및 기념품을 지원하는 프로그램이 있습니다. 이 지원은 전입지원과 관련이 있으며, 생활안정에 도움을 주기 위해 마련된 것입니다. 도움이 필요하시거나 더 궁금한 점이 있으면 언제든지 문의하세요!","무안군, 31세 여성, 현금 혜택, 전입 세대, 상품권, 기념품, 전입지원, 생활안정, 도움, 문의"
"남구에 사는 64세 여자, 소득은 0 ~ 50%이고 한부모가정/조손가정입니다. 서비스 혜택 좀 알려주실래요?","SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%남구%' AND min_age <= 64 AND max_age >= 64 AND (gender = '여자' OR gender = '') AND income_category LIKE '%0 ~ 50%' AND (household_category LIKE '%한부모가정%' OR household_category LIKE '%조손가정%') LIMIT 15;","남구에 사는 64세 여자분이시고 소득이 0~50% 범위에 해당하며 한부모가정 또는 조손가정인 경우, 다음과 같은 서비스 혜택을 받으실 수 있습니다. 저소득층에게는 국민건강보험료 및 장기요양보험료 지원이 제공됩니다. 이 지원은 대구 남구 지역에서 시행되고 있으며, 보건의료 관련 혜택입니다. 추가적인 정보나 필요한 사항이 있으시면 언제든지 문의해 주세요.","남구에 사는 64세 여자분이시고 소득이 0~50% 범위에 해당하며 한부모가정 또는 조손가정인 경우, 다음과 같은 서비스 혜택을 받으실 수 있습니다. 저소득층에게는 국민건강보험료 및 장기요양보험료 지원이 제공됩니다. 이 지원은 대구 남구 지역에서 시행되고 있으며, 보건의료 관련 혜택입니다. 추가적인 정보나 필요한 사항이 있으시면 언제든지 문의해 주세요.","남구, 64세 여자분, 소득, 0~50%, 한부모가정, 국민건강보험료, 장기요양보험료, 지원, 대구, 보건의료 관련 혜택"
"남구에 사는 64세 여자, 소득은 0 ~ 50%이고 한부모가정/조손가정입니다. 서비스 혜택 이 무엇인가요?","SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%남구%' AND min_age <= 64 AND max_age >= 64 AND (gender = '여자' OR gender = '') AND income_category LIKE '%0 ~ 50%' AND (household_category LIKE '%한부모가정%' OR household_category LIKE '%조손가정%') LIMIT 15;","남구에 사는 64세 여성으로서 소득이 0%에서 50% 사이에 해당하며 한부모가정 또는 조손가정에 속하신 경우, 제공받을 수 있는 서비스 혜택은 저소득층을 위한 국민건강보험료 및 장기요양보험료 지원입니다. 이 지원은 건강보험료와 관련된 비용을 경감해 주어 경제적 부담을 줄이는 데 도움을 줍니다. 추가적인 정보나 지원이 필요하시다면 해당 지역의 복지센터에 문의하시기 바랍니다.","남구에 사는 64세 여성으로서 소득이 0%에서 50% 사이에 해당하며 한부모가정 또는 조손가정에 속하신 경우, 제공받을 수 있는 서비스 혜택은 저소득층을 위한 국민건강보험료 및 장기요양보험료 지원입니다. 이 지원은 건강보험료와 관련된 비용을 경감해 주어 경제적 부담을 줄이는 데 도움을 줍니다. 추가적인 정보나 지원이 필요하시다면 해당 지역의 복지센터에 문의하시기 바랍니다.","저소득층, 국민건강보험료, 장기요양보험료, 복지센터, 서비스 혜택"
서울특별시 금천구에 거주하는 56세 여자이며 출산/입양인 사람에게 적합한 지원을 알 수 있을까요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%서울특별시%' AND district LIKE '%금천구%' AND min_age <= 56 AND max_age >= 56 AND (gender = '여자' OR gender = '') AND personal_category LIKE '%출산%' LIMIT 15;","서울특별시 금천구에 거주하는 56세 여성으로서, 출산 또는 입양과 관련하여 ""출산축하금 지원""을 받을 수 있습니다. 이 지원은 다자녀가정 및 셋째아에 해당하는 경우에도 적용될 수 있습니다. 자세한 조건과 절차는 해당 구청이나 관련 기관에 문의하시면 더 많은 정보를 얻으실 수 있습니다.","서울특별시 금천구에 거주하는 56세 여성으로서, 출산 또는 입양과 관련하여 ""출산축하금 지원""을 받을 수 있습니다. 이 지원은 다자녀가정 및 셋째아에 해당하는 경우에도 적용될 수 있습니다. 자세한 조건과 절차는 해당 구청이나 관련 기관에 문의하시면 더 많은 정보를 얻으실 수 있습니다.","금천구, 56세 여성, 출산축하금 지원, 다자녀가정, 셋째아"
철원군 66세 여자 현금 혜택 가르쳐주세요,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%철원군%' AND min_age <= 66 AND max_age >= 66 AND (gender = '여자' OR gender = '') AND support_type LIKE '%현금%' LIMIT 15;","철원군에서 66세 여자에게 해당하는 현금 혜택으로는 다음과 같은 지원 프로그램이 있습니다:

1. **농업인에게 우렁이 지원 사업 보조금 지원**: 농업인들을 대상으로 한 보조금 지원으로, 우렁이를 활용한 농업적 접근을 통해 도움을 받을 수 있습니다.

2. **귀농인에게 농가주택설계비 지원**: 귀농인을 위한 지원으로, 농가주택 설계비에 대한 보조를 마련해줍니다. 이 프로그램은 귀농을 고려하는 여성에게도 유용할 수 있습니다.

더 구체적인 자격 요건이나 지원 금액은 철원군청의 관련 부서에 문의하실 것을 권장드립니다.","철원군에서 66세 여자에게 해당하는 현금 혜택으로는 다음과 같은 지원 프로그램이 있습니다: 농업인에게 우렁이 지원 사업 보조금 지원: 농업인들을 대상으로 한 보조금 지원으로, 우렁이를 활용한 농업적 접근을 통해 도움을 받을 수 있습니다. 귀농인에게 농가주택설계비 지원: 귀농인을 위한 지원으로, 농가주택 설계비에 대한 보조를 마련해줍니다. 이 프로그램은 귀농을 고려하는 여성에게도 유용할 수 있습니다. 더 구체적인 자격 요건이나 지원 금액은 철원군청의 관련 부서에 문의하실 것을 권장드립니다.","철원군, 66세 여자, 현금 혜택, 농업인, 우렁이, 농가주택설계비, 귀농인, 지원 프로그램"
